Date,VialID,Tag #,Bag #,Time Collected,Species,Collector,Location,GPS time point (UTC),Latitude,Longitude,Preservation,Notes,DNA extract date,DNA extract gel,DNA extract person,Quality
7/14/2021,STT_033,G2318,4,10:43:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:43:06Z,18.31648534,-64.98804948,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_034,G2355,2,10:47:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:47:07Z,18.31648048,-64.98808762,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_035,G2361,48,10:50:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:50:07Z,18.31648693,-64.98811654,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_036,G2364,42,10:52:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:52:08Z,18.3165063,-64.98814747,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_037,G2362,17,10:54:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:54:02Z,18.31653974,-64.98811805,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_038,G2371,18,10:56:00 AM,ACER,Sotka,Flat Rock,2021-07-14T14:56:04Z,18.31654686,-64.98818091,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_039,G2363,47,11:01:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:01:02Z,18.31657444,-64.98817521,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_040,G2372,49,11:05:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:05:04Z,18.31661275,-64.98826867,Ethanol,,9/1/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_041,G2002,19,11:03:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:03:04Z,18.3165767,-64.9882302,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_042,G2381,22,11:08:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:08:06Z,18.31659682,-64.98829331,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_043,G2003,1,11:10:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:10:02Z,18.316599,-64.98829298,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_044,G2319,25,11:13:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:13:04Z,18.31658986,-64.98837068,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_045,G2350,6,11:15,ACER,Sotka,Flat Rock,2021-07-14T15:15:00Z,18.31659473,-64.98838191,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_046,G2373,34,11:17:00 AM,ACER,Sotka,Flat Rock,2021-07-14T15:17:07Z,18.31664678,-64.98840387,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_047,G2005,36,12:40:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T16:40:01Z,18.31636498,-64.98702086,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_048,G2326,51,12:45:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T16:45:09Z,18.3161913,-64.98714097,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_049,G2320,52,12:53:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T16:53:04Z,18.31604236,-64.98716578,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_050,G2375,56,12:55:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T16:55:04Z,18.31603917,-64.98715404,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_051,G2374,54,12:56:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T16:56:05Z,18.31600615,-64.98718129,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_052,G2327,59,1:00:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T17:00:08Z,18.31601839,-64.98717131,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_053,G2365,60,1:05:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T17:05:06Z,18.31599441,-64.98719176,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_054,G2011,55,1:10:00 PM,OFAV,Sotka,Flat Rock,2021-07-14T17:10:02Z,18.31603104,-64.98704986,Ethanol,,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_055,24,NA,Nursery,ACER,Sotka,Flat Rock,n/a,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_056,29,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.9.21.STT021-056,HANNAH,good
7/14/2021,STT_057,44,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_058,30,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_059,61,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_060,32,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_061,35,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_062,71,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_063,33,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_064,20,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/7/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_065,53,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_066,38,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/14/2021,STT_067,31,NA,Nursery,ACER,Sotka,Flat Rock,,,,Ethanol,ACER NURSERY/CODE FROM DAN MELE,7/22/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_001,G2348,19,12:49:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T16:49:10Z,18.34739101,-64.78080525,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_002,G2370,46,1:27:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:27:00Z,18.34753292,-64.78076351,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_003,G2349,47,12:53,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:53:11Z,18.34735086,-64.780819,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_004,G2322,69,12:31:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:31:06Z,18.34753535,-64.78084398,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_005,G2369,23,1:25:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T17:25:01Z,18.34754935,-64.78066611,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_006,G2387,15,1:27:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:27:00Z,18.34753292,-64.78076351,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_007,G2347,1,12:13:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T16:13:10Z,18.34955606,-64.78166054,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_008,G2376,43,1:31:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:31:02Z,18.34747449,-64.78085697,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_009,G2379,61,1:45:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:45:23Z,18.34744876,-64.78101044,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_010,G2366,4,1:09:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T17:09:24Z,18.34729386,-64.78076326,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_011,G2349,49,12:52:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T16:52:01Z,18.34738632,-64.78076971,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_012,G2368,41,1:20:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:20:24Z,18.34744784,-64.78068556,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_013,G2359,42,1:01:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:01:02Z,18.34728716,-64.78079209,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_014,G2380,39,1:50:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:50:16Z,18.34759419,-64.78122552,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_015,G2378,30,1:41:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T17:49:26Z,18.34756561,-64.78123105,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_016,G2339,34,12:37:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:37:01Z,18.347461,-64.78090843,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_017,G2340,6,12:39:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T16:39:01Z,18.34747123,-64.78087683,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_018,G2340,25,12:41:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:41:13Z,18.34735606,-64.7809008,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_019,G2387,27,2:00:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T18:00:10Z,18.34751406,-64.78124421,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_020,G2386,45,1:54:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:54:01Z,18.34756242,-64.78122024,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_021,?,17,?,?,Sotka,Hawks Nest Bay ,?,?,?,Ethanol,SHALLOW,9/8/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_022,G2367,10,1:16:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:16:04Z,18.34739537,-64.78070383,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_023,G2360,48,1:05:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:05:07Z,18.34725925,-64.7807827,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_024,*,44,1:38:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:38:02Z,18.34745086,-64.78097088,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_025,G2369,12,1:23:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:23:10Z,18.34754742,-64.78067785,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_026,G2377,29,1:34:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:34:06Z,18.34744994,-64.78089971,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_027,G2347,22,12:46:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:46:21Z,18.34739319,-64.78084867,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_028,G2346,70,12:43:00 PM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T16:43:10Z,18.34742211,-64.78089586,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_029,G2358,18,12:57:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T16:57:05Z,18.34733443,-64.7808252,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_030,G2366,2,1:09:00 PM,PSTR,Sotka,Hawks Nest Bay ,2021-07-15T17:09:24Z,18.34729386,-64.78076326,Ethanol,SHALLOW,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_031,G2357,59,11:25:00 AM,OFRA?,Sotka,Hawks Nest Bay ,2021-07-15T15:25:20Z,18.35006651,-64.78142392,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_032,G2070,32,10:55:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T14:55:12Z,18.34974976,-64.78149651,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_033,G2096,54,11:30:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:30:18Z,18.3501681,-64.78130791,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_034,G2080,31,11:14:00 AM,OANN,Sotka,Hawks Nest Bay ,2021-07-15T15:41:02Z,18.35015369,-64.78123792,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_035,G2087,38,11:10:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:10:19Z,18.34984766,-64.78143473,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_036,G2068,35,10:52:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T14:52:01Z,18.3497454,-64.78152098,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_037,G2382,58,11:02:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:02:03Z,18.34981145,-64.78148092,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_038,MOTE007,65,11:24:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:24:24Z,18.35001991,-64.78143364,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_039,G2328,76,10:53:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T14:53:13Z,18.34975747,-64.78149567,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_040,G2013,63,11:30:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:30:18Z,18.3501681,-64.78130791,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_041,G2329,62,11:06:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:06:29Z,18.34984909,-64.78148335,Ethanol,DEEP,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_042,G2330,73,11:11:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:11:13Z,18.34996048,-64.78144932,Ethanol,,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_043,G2097,15,10:40:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T14:40:01Z,18.34966293,-64.78171351,Ethanol,,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_044,G2079,20,11:04:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:04:05Z,18.3498257,-64.78150983,Ethanol,,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_045,G2081,53,11:07:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:07:07Z,18.34990684,-64.78150682,Ethanol,,9/9/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_046,G2356,60,11:21:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:21:01Z,18.35001438,-64.78146097,Ethanol,,9/10/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_047,G2078,33,11:01:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:01:16Z,18.34974918,-64.78147388,Ethanol,,9/10/21,9.15.21.A-STT057-067&STJ001-018.B-STJ019-047,HANNAH,good
7/15/2021,STJ_048,G2321?,36,11:44:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:44:03Z,18.35012678,-64.78131085,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_049,G2313,56,11:33:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:33:23Z,18.35018051,-64.7812883,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_050,G2383,68,11:39:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:39:10Z,18.35012787,-64.78129274,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_051,MOTE006,66,11:21:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:21:01Z,18.35001438,-64.78146097,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_052,G2337,64,11:34:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:34:10Z,18.35017489,-64.78126584,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_053,G2338,67,11:43:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:43:04Z,18.35014966,-64.78127531,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_054,G2336,72,11:16:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:16:01Z,18.34995001,-64.78145359,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_055,G2088,55,11:17:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T15:17:26Z,18.3500153,-64.78148025,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_056,G2012,57,10:57:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T14:57:09Z,18.34972537,-64.78145879,Ethanol,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_057,G2315,52,11:37:00 AM,PAST,Sotka,Hawks Nest Bay ,2021-07-15T15:37:06Z,18.35018554,-64.78125159,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/15/2021,STJ_058,G2077,71,10:59:00 AM,OFRA,Sotka,Hawks Nest Bay ,2021-07-15T14:59:08Z,18.34980349,-64.78150187,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_059,G2081,69,3:28:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:28:09Z,18.34872533,-64.78340213,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_060,G2024,57,1:36:00 PM,OANN or OFAV,Kelly,Tektite,2021-07-16T17:36:11Z,18.30977295,-64.72227853,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_061,G2396,23,3:36:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:36:02Z,18.34844076,-64.78080265,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_062,G2393,61,3:54:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:54:03Z,18.34852022,-64.78063476,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_063,G2391,68,1:42:00 PM,OANN,Kelly,Tektite,2021-07-16T17:42:07Z,18.30974462,-64.72246611,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_064,G2389,52,1:51:00 PM,OANN,Kelly,Tektite,2021-07-16T17:51:02Z,18.30971126,-64.72258933,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_065,G2022,72,1:25:00 PM,OFAV?,Kelly,Tektite,2021-07-16T17:25:06Z,18.3095572,-64.72204736,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_066,G2021,67,12:15:00 PM,OANN,Kelly,Tektite,2021-07-16T16:15:16Z,18.30968963,-64.72218591,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_067,G2082,15,3:41:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:41:01Z,18.34860932,-64.78131772,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_068,G2083,4,4:01:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T20:01:19Z,18.34747751,-64.78262614,DMSO,Near G6237 PSTR,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_069,G2035,1,3:45:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:45:07Z,18.34797489,-64.78083828,DMSO,,9/10/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_070,G2075,47,3:22:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:22:01Z,18.34826767,-64.78069419,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_071,G2074,59,3:31:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:31:03Z,18.34878232,-64.78051348,DMSO,next to G2348,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_072,G2392,43,3:49:00 PM,APAL,Kelly,Hawks Nest Bay ,2021-07-16T19:49:05Z,18.34836658,-64.78043796,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_073,G2388,40,1:46:00 PM,OANN,Kelly,Tektite,2021-07-16T17:46:17Z,18.3097483,-64.72242395,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_074,G2390,9,1:55:00 PM,OANN,Kelly,Tektite,2021-07-16T17:55:02Z,18.30973917,-64.72272755,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_075,MOTE081,56,11:44:00 AM,OANN,Kelly,Tektite,2021-07-15T15:44:03Z,18.35012678,-64.78131085,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_076,G2023,55,1:31:00 PM,OFAV?,Kelly,Tektite,2021-07-15T17:31:02Z,18.34747449,-64.78085697,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,good
7/16/2021,STJ_077,MOTE093,35,11:35:00 AM,OANN,Kelly,Tektite,2021-07-15T15:35:09Z,18.35019493,-64.78126382,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,may need redo
7/16/2021,STJ_078,MOTE087,51,12:07:00 PM,OANN,Kelly,Tektite,2021-07-15T16:07:12Z,18.34952982,-64.7816416,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,may need redo
7/16/2021,STJ_079,G2384,76,11:36:00 AM,OANN,Kelly,Tektite,2021-07-15T15:36:23Z,18.35022208,-64.78124807,DMSO,,9/13/21,9.15.21.C-STJ048-076.DSTJ077-089,HANNAH,may need redo
