"","Date","VialID","Tag..","Time","lat","lon"
"69","6/29/2022","FRD_069","G1771","14:10",17.703113425523,-64.8900305852294
"70","6/29/2022","FRD_070","G1764","14:14",17.7031125035137,-64.8900040984154
"71","6/29/2022","FRD_071","G1772","14:17",17.7031077258289,-64.890005774796
"72","6/29/2022","FRD_072","G1765","14:20",17.7031486295164,-64.8900139890611
"73","6/29/2022","FRD_073","G1765","14:22",17.7031534072012,-64.8900198563933
"74","6/29/2022","FRD_074","G1773","14:25",17.7032022736967,-64.8900370392948
"75","6/29/2022","FRD_075","G1781","14:29",17.7032145112753,-64.890032177791
"76","6/29/2022","FRD_076","G1781","14:32",17.7032060455531,-64.890029495582
"77","6/29/2022","FRD_077","G1774","14:36",17.7032253239304,-64.8900387156755
"78","6/29/2022","FRD_078","G1775","14:39",17.7032347116619,-64.8900458402932
"79","6/29/2022","FRD_079","G1782","14:43",17.7032379806042,-64.8900333512574
"80","6/29/2022","FRD_080","G1782","14:43",17.7032379806042,-64.8900333512574
