Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,
2017,"5/24/22, 11:39:37 AM",1 ft,0:00:01,0.3 mph,29 ft,115° true,N18° 21.533' W65° 01.977',
2018,"5/24/22, 11:39:38 AM",0 ft,0:00:01,0.3 mph,29 ft,247° true,N18° 21.533' W65° 01.977',
2019,"5/24/22, 11:39:39 AM",1 ft,0:00:01,0.6 mph,29 ft,207° true,N18° 21.533' W65° 01.977',
2020,"5/24/22, 11:39:40 AM",1 ft,0:00:01,0.4 mph,29 ft,211° true,N18° 21.533' W65° 01.977',
2021,"5/24/22, 11:39:41 AM",1 ft,0:00:01,0.7 mph,29 ft,272° true,N18° 21.533' W65° 01.977',
2022,"5/24/22, 11:39:42 AM",1 ft,0:00:01,0.8 mph,29 ft,276° true,N18° 21.533' W65° 01.977',
2023,"5/24/22, 11:39:43 AM",1 ft,0:00:01,0.7 mph,29 ft,259° true,N18° 21.533' W65° 01.977',
2024,"5/24/22, 11:39:44 AM",1 ft,0:00:01,0.7 mph,29 ft,265° true,N18° 21.533' W65° 01.978',
2025,"5/24/22, 11:39:45 AM",1 ft,0:00:01,0.5 mph,29 ft,20° true,N18° 21.533' W65° 01.978',
2026,"5/24/22, 11:39:46 AM",1 ft,0:00:01,0.7 mph,29 ft,107° true,N18° 21.533' W65° 01.978',
2027,"5/24/22, 11:39:47 AM",1 ft,0:00:01,0.6 mph,29 ft,344° true,N18° 21.533' W65° 01.978',
2028,"5/24/22, 11:39:48 AM",0 ft,0:00:01,0.1 mph,29 ft,224° true,N18° 21.533' W65° 01.978',
2029,"5/24/22, 11:39:49 AM",1 ft,0:00:01,0.6 mph,29 ft,98° true,N18° 21.533' W65° 01.978',
2030,"5/24/22, 11:39:50 AM",1 ft,0:00:01,0.5 mph,29 ft,100° true,N18° 21.533' W65° 01.977',
2031,"5/24/22, 11:39:51 AM",1 ft,0:00:01,0.4 mph,29 ft,301° true,N18° 21.533' W65° 01.977',
2032,"5/24/22, 11:39:52 AM",1 ft,0:00:01,0.5 mph,29 ft,262° true,N18° 21.533' W65° 01.977',
2033,"5/24/22, 11:39:53 AM",1 ft,0:00:01,0.5 mph,29 ft,256° true,N18° 21.533' W65° 01.978',
2034,"5/24/22, 11:39:54 AM",0 ft,0:00:01,0.3 mph,29 ft,56° true,N18° 21.533' W65° 01.978',
2035,"5/24/22, 11:39:55 AM",1 ft,0:00:01,0.5 mph,29 ft,106° true,N18° 21.533' W65° 01.978',
2036,"5/24/22, 11:39:56 AM",1 ft,0:00:01,0.9 mph,29 ft,118° true,N18° 21.533' W65° 01.978',
2037,"5/24/22, 11:39:57 AM",1 ft,0:00:01,0.5 mph,29 ft,0° true,N18° 21.533' W65° 01.977',
2038,"5/24/22, 11:39:58 AM",1 ft,0:00:01,0.6 mph,29 ft,100° true,N18° 21.533' W65° 01.977',
2039,"5/24/22, 11:39:59 AM",1 ft,0:00:01,0.7 mph,29 ft,180° true,N18° 21.533' W65° 01.977',
2040,"5/24/22, 11:40:00 AM",1 ft,0:00:01,0.4 mph,29 ft,138° true,N18° 21.533' W65° 01.977',
2041,"5/24/22, 11:40:01 AM",1 ft,0:00:01,0.4 mph,29 ft,252° true,N18° 21.533' W65° 01.977',
2042,"5/24/22, 11:40:02 AM",0 ft,0:00:01,0.1 mph,29 ft,32° true,N18° 21.533' W65° 01.977',
2043,"5/24/22, 11:40:03 AM",1 ft,0:00:01,0.4 mph,29 ft,47° true,N18° 21.533' W65° 01.977',
2044,"5/24/22, 11:40:04 AM",1 ft,0:00:01,0.6 mph,27 ft,78° true,N18° 21.533' W65° 01.977',
2045,"5/24/22, 11:40:05 AM",1 ft,0:00:01,0.6 mph,27 ft,73° true,N18° 21.533' W65° 01.977',
2046,"5/24/22, 11:40:06 AM",2 ft,0:00:01,1.1 mph,27 ft,81° true,N18° 21.533' W65° 01.977',
2047,"5/24/22, 11:40:07 AM",1 ft,0:00:01,0.7 mph,29 ft,87° true,N18° 21.533' W65° 01.976',
2048,"5/24/22, 11:40:08 AM",1 ft,0:00:01,0.4 mph,27 ft,57° true,N18° 21.533' W65° 01.976',
2049,"5/24/22, 11:40:09 AM",1 ft,0:00:01,0.6 mph,29 ft,88° true,N18° 21.533' W65° 01.976',
2050,"5/24/22, 11:40:10 AM",1 ft,0:00:01,0.6 mph,27 ft,301° true,N18° 21.533' W65° 01.976',
2051,"5/24/22, 11:40:11 AM",0 ft,0:00:01,0.1 mph,29 ft,328° true,N18° 21.533' W65° 01.976',
2052,"5/24/22, 11:40:12 AM",1 ft,0:00:01,0.9 mph,29 ft,293° true,N18° 21.533' W65° 01.976',
2053,"5/24/22, 11:40:13 AM",1 ft,0:00:01,0.9 mph,29 ft,304° true,N18° 21.533' W65° 01.976',
2054,"5/24/22, 11:40:14 AM",1 ft,0:00:01,0.8 mph,29 ft,273° true,N18° 21.533' W65° 01.977',
2055,"5/24/22, 11:40:15 AM",1 ft,0:00:01,0.4 mph,29 ft,226° true,N18° 21.533' W65° 01.977',
2056,"5/24/22, 11:40:16 AM",0 ft,0:00:01,0.3 mph,29 ft,27° true,N18° 21.533' W65° 01.977',
2057,"5/24/22, 11:40:17 AM",0 ft,0:00:01,0.3 mph,29 ft,0° true,N18° 21.533' W65° 01.977',
2058,"5/24/22, 11:40:18 AM",1 ft,0:00:01,0.4 mph,29 ft,322° true,N18° 21.533' W65° 01.977',
2059,"5/24/22, 11:40:19 AM",1 ft,0:00:01,0.8 mph,29 ft,355° true,N18° 21.533' W65° 01.977',
2060,"5/24/22, 11:40:20 AM",1 ft,0:00:01,0.4 mph,29 ft,143° true,N18° 21.534' W65° 01.977',
2061,"5/24/22, 11:40:21 AM",0 ft,0:00:01,0.2 mph,29 ft,277° true,N18° 21.534' W65° 01.977',
2062,"5/24/22, 11:40:22 AM",1 ft,0:00:01,0.4 mph,29 ft,273° true,N18° 21.534' W65° 01.977',
2063,"5/24/22, 11:40:23 AM",2 ft,0:00:01,1.2 mph,29 ft,247° true,N18° 21.534' W65° 01.977',
2064,"5/24/22, 11:40:24 AM",1 ft,0:00:01,0.6 mph,29 ft,312° true,N18° 21.533' W65° 01.977',
2065,"5/24/22, 11:40:25 AM",2 ft,0:00:01,1.5 mph,29 ft,243° true,N18° 21.534' W65° 01.977',
2066,"5/24/22, 11:40:26 AM",0 ft,0:00:01,0.3 mph,29 ft,352° true,N18° 21.533' W65° 01.978',
2067,"5/24/22, 11:40:27 AM",0 ft,0:00:01,0.3 mph,29 ft,20° true,N18° 21.533' W65° 01.978',
2068,"5/24/22, 11:40:28 AM",0 ft,0:00:01,0.3 mph,29 ft,4° true,N18° 21.534' W65° 01.978',
2069,"5/24/22, 11:40:29 AM",1 ft,0:00:01,0.8 mph,29 ft,133° true,N18° 21.534' W65° 01.978',
2070,"5/24/22, 11:40:30 AM",2 ft,0:00:01,1.1 mph,29 ft,151° true,N18° 21.533' W65° 01.978',
2071,"5/24/22, 11:40:31 AM",1 ft,0:00:01,0.4 mph,29 ft,357° true,N18° 21.533' W65° 01.977',
2072,"5/24/22, 11:40:32 AM",1 ft,0:00:01,0.6 mph,30 ft,149° true,N18° 21.533' W65° 01.977',
2073,"5/24/22, 11:40:33 AM",1 ft,0:00:01,0.6 mph,29 ft,111° true,N18° 21.533' W65° 01.977',
2074,"5/24/22, 11:40:34 AM",1 ft,0:00:01,1.0 mph,29 ft,266° true,N18° 21.533' W65° 01.977',
2075,"5/24/22, 11:40:35 AM",0 ft,0:00:01,0.1 mph,29 ft,316° true,N18° 21.533' W65° 01.977',
2076,"5/24/22, 11:40:36 AM",0 ft,0:00:01,0.2 mph,29 ft,303° true,N18° 21.533' W65° 01.977',
2077,"5/24/22, 11:40:37 AM",0 ft,0:00:01,0.2 mph,29 ft,228° true,N18° 21.533' W65° 01.978',
2078,"5/24/22, 11:40:38 AM",1 ft,0:00:01,0.4 mph,30 ft,335° true,N18° 21.533' W65° 01.978',
2079,"5/24/22, 11:40:39 AM",1 ft,0:00:01,0.8 mph,29 ft,326° true,N18° 21.533' W65° 01.978',
2080,"5/24/22, 11:40:40 AM",1 ft,0:00:01,0.8 mph,29 ft,298° true,N18° 21.533' W65° 01.978',
2081,"5/24/22, 11:40:41 AM",1 ft,0:00:01,0.6 mph,29 ft,312° true,N18° 21.533' W65° 01.978',
2082,"5/24/22, 11:40:42 AM",1 ft,0:00:01,0.6 mph,30 ft,311° true,N18° 21.534' W65° 01.978',
2083,"5/24/22, 11:40:43 AM",0 ft,0:00:01,0.1 mph,29 ft,100° true,N18° 21.534' W65° 01.978',
2084,"5/24/22, 11:40:44 AM",1 ft,0:00:01,0.8 mph,29 ft,142° true,N18° 21.534' W65° 01.978',
2085,"5/24/22, 11:40:45 AM",1 ft,0:00:01,0.8 mph,30 ft,95° true,N18° 21.533' W65° 01.978',
2086,"5/24/22, 11:40:46 AM",2 ft,0:00:01,1.3 mph,29 ft,250° true,N18° 21.533' W65° 01.978',
2087,"5/24/22, 11:40:47 AM",1 ft,0:00:01,0.8 mph,29 ft,268° true,N18° 21.533' W65° 01.978',
2088,"5/24/22, 11:40:48 AM",2 ft,0:00:01,1.1 mph,29 ft,270° true,N18° 21.533' W65° 01.978',
2089,"5/24/22, 11:40:49 AM",2 ft,0:00:01,1.4 mph,29 ft,235° true,N18° 21.533' W65° 01.979',
2090,"5/24/22, 11:40:50 AM",2 ft,0:00:01,1.6 mph,29 ft,217° true,N18° 21.533' W65° 01.979',
2091,"5/24/22, 11:40:51 AM",1 ft,0:00:01,0.9 mph,30 ft,199° true,N18° 21.533' W65° 01.979',
2092,"5/24/22, 11:40:52 AM",1 ft,0:00:01,1.0 mph,29 ft,65° true,N18° 21.533' W65° 01.979',
2093,"5/24/22, 11:40:53 AM",1 ft,0:00:01,0.4 mph,29 ft,99° true,N18° 21.533' W65° 01.979',
2094,"5/24/22, 11:40:54 AM",1 ft,0:00:01,0.4 mph,29 ft,167° true,N18° 21.533' W65° 01.979',
2095,"5/24/22, 11:40:55 AM",0 ft,0:00:01,0.2 mph,29 ft,75° true,N18° 21.533' W65° 01.979',
2096,"5/24/22, 11:40:56 AM",1 ft,0:00:01,0.4 mph,29 ft,289° true,N18° 21.533' W65° 01.979',
2097,"5/24/22, 11:40:57 AM",1 ft,0:00:01,0.6 mph,29 ft,264° true,N18° 21.533' W65° 01.979',
2098,"5/24/22, 11:40:58 AM",1 ft,0:00:01,0.8 mph,29 ft,304° true,N18° 21.533' W65° 01.979',
2099,"5/24/22, 11:40:59 AM",1 ft,0:00:01,0.9 mph,29 ft,311° true,N18° 21.533' W65° 01.979',
2100,"5/24/22, 11:41:00 AM",1 ft,0:00:01,0.9 mph,29 ft,301° true,N18° 21.533' W65° 01.979',
2101,"5/24/22, 11:41:01 AM",2 ft,0:00:01,1.1 mph,29 ft,296° true,N18° 21.533' W65° 01.979',
2102,"5/24/22, 11:41:02 AM",1 ft,0:00:01,0.5 mph,29 ft,323° true,N18° 21.533' W65° 01.980',
2103,"5/24/22, 11:41:03 AM",2 ft,0:00:01,1.1 mph,29 ft,309° true,N18° 21.533' W65° 01.980',
2104,"5/24/22, 11:41:04 AM",1 ft,0:00:01,0.5 mph,29 ft,340° true,N18° 21.533' W65° 01.980',
2105,"5/24/22, 11:41:05 AM",1 ft,0:00:01,0.4 mph,29 ft,77° true,N18° 21.534' W65° 01.980',
2106,"5/24/22, 11:41:06 AM",0 ft,0:00:01,0.2 mph,29 ft,52° true,N18° 21.534' W65° 01.980',
2107,"5/24/22, 11:41:07 AM",1 ft,0:00:01,0.5 mph,29 ft,342° true,N18° 21.534' W65° 01.980',
2108,"5/24/22, 11:41:08 AM",1 ft,0:00:01,0.8 mph,29 ft,357° true,N18° 21.534' W65° 01.980',
2109,"5/24/22, 11:41:09 AM",1 ft,0:00:01,0.8 mph,29 ft,341° true,N18° 21.534' W65° 01.980',
2110,"5/24/22, 11:41:10 AM",1 ft,0:00:01,0.6 mph,29 ft,354° true,N18° 21.534' W65° 01.980',
2111,"5/24/22, 11:41:11 AM",1 ft,0:00:01,0.6 mph,29 ft,0° true,N18° 21.534' W65° 01.980',
2112,"5/24/22, 11:41:12 AM",1 ft,0:00:01,0.7 mph,29 ft,0° true,N18° 21.534' W65° 01.980',
2113,"5/24/22, 11:41:13 AM",2 ft,0:00:01,1.2 mph,29 ft,353° true,N18° 21.535' W65° 01.980',
2114,"5/24/22, 11:41:14 AM",1 ft,0:00:01,0.9 mph,30 ft,352° true,N18° 21.535' W65° 01.980',
2115,"5/24/22, 11:41:15 AM",2 ft,0:00:01,1.1 mph,29 ft,312° true,N18° 21.535' W65° 01.980',
2116,"5/24/22, 11:41:16 AM",2 ft,0:00:01,1.1 mph,30 ft,321° true,N18° 21.535' W65° 01.980',
2117,"5/24/22, 11:41:17 AM",2 ft,0:00:01,1.2 mph,29 ft,319° true,N18° 21.535' W65° 01.981',
2118,"5/24/22, 11:41:18 AM",2 ft,0:00:01,1.4 mph,30 ft,328° true,N18° 21.536' W65° 01.981',
2119,"5/24/22, 11:41:19 AM",1 ft,0:00:01,0.7 mph,30 ft,2° true,N18° 21.536' W65° 01.981',
2120,"5/24/22, 11:41:20 AM",2 ft,0:00:01,1.1 mph,30 ft,17° true,N18° 21.536' W65° 01.981',
2121,"5/24/22, 11:41:21 AM",1 ft,0:00:01,0.9 mph,29 ft,338° true,N18° 21.536' W65° 01.981',
2122,"5/24/22, 11:41:22 AM",2 ft,0:00:01,1.1 mph,29 ft,331° true,N18° 21.537' W65° 01.981',
2123,"5/24/22, 11:41:23 AM",2 ft,0:00:01,1.1 mph,29 ft,313° true,N18° 21.537' W65° 01.981',
2124,"5/24/22, 11:41:24 AM",2 ft,0:00:01,1.3 mph,29 ft,327° true,N18° 21.537' W65° 01.981',
2125,"5/24/22, 11:41:25 AM",2 ft,0:00:01,1.3 mph,29 ft,312° true,N18° 21.537' W65° 01.981',
2126,"5/24/22, 11:41:26 AM",1 ft,0:00:01,1.0 mph,29 ft,304° true,N18° 21.537' W65° 01.982',
2127,"5/24/22, 11:41:27 AM",1 ft,0:00:01,1.0 mph,29 ft,307° true,N18° 21.538' W65° 01.982',
2128,"5/24/22, 11:41:28 AM",1 ft,0:00:01,1.0 mph,29 ft,303° true,N18° 21.538' W65° 01.982',
2129,"5/24/22, 11:41:29 AM",1 ft,0:00:01,0.6 mph,30 ft,318° true,N18° 21.538' W65° 01.982',
2130,"5/24/22, 11:41:30 AM",1 ft,0:00:01,0.9 mph,30 ft,220° true,N18° 21.538' W65° 01.982',
2131,"5/24/22, 11:41:31 AM",1 ft,0:00:01,0.5 mph,30 ft,332° true,N18° 21.538' W65° 01.983',
2132,"5/24/22, 11:41:32 AM",1 ft,0:00:01,0.6 mph,30 ft,345° true,N18° 21.538' W65° 01.983',
2133,"5/24/22, 11:41:33 AM",0 ft,0:00:01,0.2 mph,29 ft,270° true,N18° 21.538' W65° 01.983',
2134,"5/24/22, 11:41:34 AM",1 ft,0:00:01,0.4 mph,30 ft,267° true,N18° 21.538' W65° 01.983',
2135,"5/24/22, 11:41:35 AM",1 ft,0:00:01,0.5 mph,30 ft,247° true,N18° 21.538' W65° 01.983',
2136,"5/24/22, 11:41:36 AM",1 ft,0:00:01,0.7 mph,30 ft,272° true,N18° 21.538' W65° 01.983',
2137,"5/24/22, 11:41:37 AM",1 ft,0:00:01,0.8 mph,29 ft,246° true,N18° 21.538' W65° 01.983',
2138,"5/24/22, 11:41:38 AM",1 ft,0:00:01,1.0 mph,30 ft,228° true,N18° 21.538' W65° 01.983',
2139,"5/24/22, 11:41:39 AM",2 ft,0:00:01,1.1 mph,30 ft,194° true,N18° 21.538' W65° 01.983',
2140,"5/24/22, 11:41:40 AM",1 ft,0:00:01,0.5 mph,30 ft,104° true,N18° 21.538' W65° 01.984',
2141,"5/24/22, 11:41:41 AM",1 ft,0:00:01,0.3 mph,30 ft,17° true,N18° 21.537' W65° 01.983',
2142,"5/24/22, 11:41:42 AM",1 ft,0:00:01,0.7 mph,30 ft,336° true,N18° 21.538' W65° 01.983',
2143,"5/24/22, 11:41:43 AM",0 ft,0:00:01,0.3 mph,30 ft,14° true,N18° 21.538' W65° 01.983',
2144,"5/24/22, 11:41:44 AM",0 ft,0:00:01,0.3 mph,29 ft,242° true,N18° 21.538' W65° 01.983',
2145,"5/24/22, 11:41:45 AM",1 ft,0:00:01,0.4 mph,30 ft,199° true,N18° 21.538' W65° 01.984',
2146,"5/24/22, 11:41:46 AM",1 ft,0:00:01,0.4 mph,29 ft,279° true,N18° 21.538' W65° 01.984',
2147,"5/24/22, 11:41:47 AM",1 ft,0:00:01,0.6 mph,30 ft,291° true,N18° 21.538' W65° 01.984',
2148,"5/24/22, 11:41:48 AM",2 ft,0:00:01,1.1 mph,30 ft,280° true,N18° 21.538' W65° 01.984',
2149,"5/24/22, 11:41:49 AM",1 ft,0:00:01,0.6 mph,29 ft,292° true,N18° 21.538' W65° 01.984',
2150,"5/24/22, 11:41:50 AM",1 ft,0:00:01,0.6 mph,29 ft,306° true,N18° 21.538' W65° 01.984',
2151,"5/24/22, 11:41:51 AM",1 ft,0:00:01,0.6 mph,29 ft,16° true,N18° 21.538' W65° 01.984',
2152,"5/24/22, 11:41:52 AM",2 ft,0:00:01,1.0 mph,30 ft,133° true,N18° 21.538' W65° 01.984',
2153,"5/24/22, 11:41:53 AM",1 ft,0:00:01,0.5 mph,30 ft,45° true,N18° 21.538' W65° 01.984',
2154,"5/24/22, 11:41:54 AM",1 ft,0:00:01,0.5 mph,29 ft,124° true,N18° 21.538' W65° 01.984',
2155,"5/24/22, 11:41:55 AM",1 ft,0:00:01,0.8 mph,29 ft,123° true,N18° 21.538' W65° 01.984',
2156,"5/24/22, 11:41:56 AM",0 ft,0:00:01,0.1 mph,29 ft,171° true,N18° 21.538' W65° 01.984',
2157,"5/24/22, 11:41:57 AM",1 ft,0:00:01,0.4 mph,29 ft,277° true,N18° 21.538' W65° 01.984',
2158,"5/24/22, 11:41:58 AM",1 ft,0:00:01,0.7 mph,29 ft,299° true,N18° 21.538' W65° 01.984',
2159,"5/24/22, 11:41:59 AM",0 ft,0:00:01,0.2 mph,29 ft,286° true,N18° 21.538' W65° 01.984',
2160,"5/24/22, 11:42:00 AM",0 ft,0:00:01,0.2 mph,29 ft,131° true,N18° 21.538' W65° 01.984',
2161,"5/24/22, 11:42:01 AM",1 ft,0:00:01,0.5 mph,29 ft,116° true,N18° 21.538' W65° 01.984',
2162,"5/24/22, 11:42:02 AM",1 ft,0:00:01,0.4 mph,29 ft,156° true,N18° 21.538' W65° 01.984',
2163,"5/24/22, 11:42:03 AM",0 ft,0:00:01,0.2 mph,29 ft,90° true,N18° 21.538' W65° 01.984',
2164,"5/24/22, 11:42:04 AM",1 ft,0:00:01,0.5 mph,27 ft,73° true,N18° 21.538' W65° 01.984',
2165,"5/24/22, 11:42:05 AM",0 ft,0:00:01,0.1 mph,27 ft,107° true,N18° 21.538' W65° 01.984',
2166,"5/24/22, 11:42:06 AM",0 ft,0:00:01,0.1 mph,27 ft,0° true,N18° 21.538' W65° 01.984',
2167,"5/24/22, 11:42:07 AM",0 ft,0:00:01,0.1 mph,27 ft,90° true,N18° 21.538' W65° 01.984',
2168,"5/24/22, 11:42:08 AM",1 ft,0:00:01,0.4 mph,27 ft,85° true,N18° 21.538' W65° 01.984',
2169,"5/24/22, 11:42:09 AM",1 ft,0:00:01,0.5 mph,27 ft,100° true,N18° 21.538' W65° 01.983',
2170,"5/24/22, 11:42:10 AM",1 ft,0:00:01,0.7 mph,27 ft,131° true,N18° 21.538' W65° 01.983',
2171,"5/24/22, 11:42:11 AM",1 ft,0:00:01,0.7 mph,27 ft,115° true,N18° 21.538' W65° 01.983',
2172,"5/24/22, 11:42:12 AM",1 ft,0:00:01,0.5 mph,27 ft,175° true,N18° 21.538' W65° 01.983',
2173,"5/24/22, 11:42:13 AM",1 ft,0:00:01,0.5 mph,27 ft,118° true,N18° 21.537' W65° 01.983',
2174,"5/24/22, 11:42:14 AM",0 ft,0:00:01,0.1 mph,27 ft,255° true,N18° 21.537' W65° 01.983',
2175,"5/24/22, 11:42:15 AM",0 ft,0:00:01,0.2 mph,27 ft,60° true,N18° 21.537' W65° 01.983',
2176,"5/24/22, 11:42:16 AM",1 ft,0:00:01,0.4 mph,27 ft,329° true,N18° 21.537' W65° 01.983',
2177,"5/24/22, 11:42:17 AM",1 ft,0:00:01,0.4 mph,27 ft,328° true,N18° 21.538' W65° 01.983',
2178,"5/24/22, 11:42:18 AM",1 ft,0:00:01,0.5 mph,26 ft,304° true,N18° 21.538' W65° 01.983',
2179,"5/24/22, 11:42:19 AM",1 ft,0:00:01,0.5 mph,26 ft,258° true,N18° 21.538' W65° 01.983',
2180,"5/24/22, 11:42:20 AM",2 ft,0:00:01,1.1 mph,26 ft,76° true,N18° 21.538' W65° 01.983',
2181,"5/24/22, 11:42:21 AM",1 ft,0:00:01,0.8 mph,26 ft,102° true,N18° 21.538' W65° 01.983',
2182,"5/24/22, 11:42:22 AM",1 ft,0:00:01,1.0 mph,26 ft,122° true,N18° 21.538' W65° 01.983',
2183,"5/24/22, 11:42:23 AM",2 ft,0:00:01,1.2 mph,26 ft,108° true,N18° 21.538' W65° 01.983',
2184,"5/24/22, 11:42:24 AM",1 ft,0:00:01,0.6 mph,26 ft,131° true,N18° 21.537' W65° 01.982',
2185,"5/24/22, 11:42:25 AM",2 ft,0:00:01,1.0 mph,26 ft,77° true,N18° 21.537' W65° 01.982',
2186,"5/24/22, 11:42:26 AM",1 ft,0:00:01,0.8 mph,27 ft,265° true,N18° 21.537' W65° 01.982',
2187,"5/24/22, 11:42:27 AM",1 ft,0:00:01,0.4 mph,26 ft,270° true,N18° 21.537' W65° 01.982',
2188,"5/24/22, 11:42:28 AM",0 ft,0:00:01,0.2 mph,27 ft,255° true,N18° 21.537' W65° 01.982',
2189,"5/24/22, 11:42:29 AM",0 ft,0:00:01,0.1 mph,27 ft,180° true,N18° 21.537' W65° 01.982',
2190,"5/24/22, 11:42:30 AM",0 ft,0:00:01,0.3 mph,27 ft,128° true,N18° 21.537' W65° 01.982',
2191,"5/24/22, 11:42:31 AM",1 ft,0:00:01,0.5 mph,27 ft,160° true,N18° 21.537' W65° 01.982',
2192,"5/24/22, 11:42:32 AM",1 ft,0:00:01,0.7 mph,27 ft,174° true,N18° 21.537' W65° 01.982',
2193,"5/24/22, 11:42:33 AM",0 ft,0:00:01,0.0 mph,27 ft,62° true,N18° 21.537' W65° 01.982',
2194,"5/24/22, 11:42:34 AM",1 ft,0:00:01,0.4 mph,27 ft,143° true,N18° 21.537' W65° 01.982',
2195,"5/24/22, 11:42:35 AM",0 ft,0:00:01,0.2 mph,27 ft,112° true,N18° 21.537' W65° 01.982',
2196,"5/24/22, 11:42:36 AM",0 ft,0:00:01,0.3 mph,27 ft,5° true,N18° 21.537' W65° 01.982',
2197,"5/24/22, 11:42:37 AM",1 ft,0:00:01,0.5 mph,27 ft,296° true,N18° 21.537' W65° 01.982',
2198,"5/24/22, 11:42:38 AM",0 ft,0:00:01,0.2 mph,27 ft,326° true,N18° 21.537' W65° 01.982',
2199,"5/24/22, 11:42:39 AM",0 ft,0:00:01,0.1 mph,27 ft,21° true,N18° 21.537' W65° 01.982',
2200,"5/24/22, 11:42:40 AM",1 ft,0:00:01,0.5 mph,27 ft,22° true,N18° 21.537' W65° 01.982',
2201,"5/24/22, 11:42:41 AM",0 ft,0:00:01,0.3 mph,27 ft,19° true,N18° 21.537' W65° 01.982',
2202,"5/24/22, 11:42:42 AM",0 ft,0:00:01,0.2 mph,26 ft,303° true,N18° 21.537' W65° 01.982',
2203,"5/24/22, 11:42:43 AM",1 ft,0:00:01,0.4 mph,26 ft,308° true,N18° 21.537' W65° 01.982',
2204,"5/24/22, 11:42:44 AM",0 ft,0:00:01,0.1 mph,26 ft,90° true,N18° 21.537' W65° 01.982',
2205,"5/24/22, 11:42:45 AM",0 ft,0:00:01,0.3 mph,26 ft,3° true,N18° 21.537' W65° 01.982',
2206,"5/24/22, 11:42:46 AM",1 ft,0:00:01,0.5 mph,26 ft,348° true,N18° 21.537' W65° 01.982',
2207,"5/24/22, 11:42:47 AM",1 ft,0:00:01,0.5 mph,26 ft,331° true,N18° 21.538' W65° 01.982',
2208,"5/24/22, 11:42:48 AM",1 ft,0:00:01,0.5 mph,26 ft,313° true,N18° 21.538' W65° 01.982',
2209,"5/24/22, 11:42:49 AM",1 ft,0:00:01,0.4 mph,26 ft,312° true,N18° 21.538' W65° 01.982',
2210,"5/24/22, 11:42:50 AM",1 ft,0:00:01,0.8 mph,26 ft,346° true,N18° 21.538' W65° 01.982',
2211,"5/24/22, 11:42:51 AM",0 ft,0:00:01,0.3 mph,26 ft,23° true,N18° 21.538' W65° 01.982',
2212,"5/24/22, 11:42:52 AM",1 ft,0:00:01,0.7 mph,26 ft,26° true,N18° 21.538' W65° 01.982',
2213,"5/24/22, 11:42:53 AM",1 ft,0:00:01,0.9 mph,26 ft,165° true,N18° 21.538' W65° 01.982',
2214,"5/24/22, 11:42:54 AM",0 ft,0:00:01,0.0 mph,26 ft,0° true,N18° 21.538' W65° 01.982',
2215,"5/24/22, 11:42:55 AM",0 ft,0:00:01,0.3 mph,24 ft,134° true,N18° 21.538' W65° 01.982',
2216,"5/24/22, 11:42:56 AM",1 ft,0:00:01,0.4 mph,24 ft,35° true,N18° 21.538' W65° 01.982',
2217,"5/24/22, 11:42:57 AM",1 ft,0:00:01,0.4 mph,24 ft,20° true,N18° 21.538' W65° 01.982',
2218,"5/24/22, 11:42:58 AM",0 ft,0:00:01,0.2 mph,24 ft,28° true,N18° 21.538' W65° 01.982',
2219,"5/24/22, 11:42:59 AM",0 ft,0:00:01,0.3 mph,24 ft,266° true,N18° 21.538' W65° 01.982',
2220,"5/24/22, 11:43:00 AM",1 ft,0:00:01,0.4 mph,24 ft,204° true,N18° 21.538' W65° 01.982',
2221,"5/24/22, 11:43:01 AM",1 ft,0:00:01,0.8 mph,24 ft,198° true,N18° 21.538' W65° 01.982',
2222,"5/24/22, 11:43:02 AM",1 ft,0:00:01,0.8 mph,23 ft,203° true,N18° 21.538' W65° 01.982',
2223,"5/24/22, 11:43:03 AM",0 ft,0:00:01,0.2 mph,24 ft,162° true,N18° 21.538' W65° 01.982',
2224,"5/24/22, 11:43:04 AM",1 ft,0:00:01,0.3 mph,24 ft,132° true,N18° 21.538' W65° 01.982',
2225,"5/24/22, 11:43:05 AM",0 ft,0:00:01,0.2 mph,24 ft,84° true,N18° 21.538' W65° 01.982',
2226,"5/24/22, 11:43:06 AM",1 ft,0:00:01,0.4 mph,24 ft,95° true,N18° 21.538' W65° 01.982',
2227,"5/24/22, 11:43:07 AM",0 ft,0:00:01,0.0 mph,24 ft,180° true,N18° 21.538' W65° 01.982',
2228,"5/24/22, 11:43:08 AM",0 ft,0:00:01,0.3 mph,24 ft,52° true,N18° 21.538' W65° 01.982',
2229,"5/24/22, 11:43:09 AM",1 ft,0:00:01,0.4 mph,24 ft,354° true,N18° 21.538' W65° 01.982',
2230,"5/24/22, 11:43:10 AM",1 ft,0:00:01,0.6 mph,24 ft,330° true,N18° 21.538' W65° 01.982',
2231,"5/24/22, 11:43:11 AM",0 ft,0:00:01,0.0 mph,23 ft,44° true,N18° 21.538' W65° 01.982',
2232,"5/24/22, 11:43:12 AM",1 ft,0:00:01,0.4 mph,23 ft,279° true,N18° 21.538' W65° 01.982',
2233,"5/24/22, 11:43:13 AM",1 ft,0:00:01,0.5 mph,23 ft,328° true,N18° 21.538' W65° 01.982',
2234,"5/24/22, 11:43:14 AM",1 ft,0:00:01,0.6 mph,23 ft,33° true,N18° 21.538' W65° 01.982',
