Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,
654,"5/24/22, 11:16:53 AM",1 ft,0:00:01,0.5 mph,46 ft,121° true,N18° 21.534' W65° 01.983',
655,"5/24/22, 11:16:54 AM",1 ft,0:00:01,0.8 mph,46 ft,300° true,N18° 21.534' W65° 01.983',
656,"5/24/22, 11:16:55 AM",1 ft,0:00:01,0.6 mph,46 ft,322° true,N18° 21.534' W65° 01.983',
657,"5/24/22, 11:16:56 AM",1 ft,0:00:01,0.6 mph,46 ft,316° true,N18° 21.534' W65° 01.983',
658,"5/24/22, 11:16:57 AM",1 ft,0:00:01,0.6 mph,45 ft,301° true,N18° 21.534' W65° 01.983',
659,"5/24/22, 11:16:58 AM",1 ft,0:00:01,0.8 mph,45 ft,283° true,N18° 21.535' W65° 01.984',
660,"5/24/22, 11:16:59 AM",1 ft,0:00:01,1.0 mph,45 ft,275° true,N18° 21.535' W65° 01.984',
661,"5/24/22, 11:17:00 AM",1 ft,0:00:01,0.8 mph,45 ft,280° true,N18° 21.535' W65° 01.984',
662,"5/24/22, 11:17:01 AM",1 ft,0:00:01,0.6 mph,45 ft,144° true,N18° 21.535' W65° 01.984',
663,"5/24/22, 11:17:02 AM",2 ft,0:00:01,1.6 mph,45 ft,119° true,N18° 21.534' W65° 01.984',
664,"5/24/22, 11:17:03 AM",1 ft,0:00:01,0.8 mph,45 ft,129° true,N18° 21.534' W65° 01.984',
665,"5/24/22, 11:17:04 AM",1 ft,0:00:01,0.5 mph,45 ft,95° true,N18° 21.534' W65° 01.984',
666,"5/24/22, 11:17:05 AM",0 ft,0:00:01,0.3 mph,43 ft,177° true,N18° 21.534' W65° 01.983',
667,"5/24/22, 11:17:06 AM",0 ft,0:00:01,0.1 mph,45 ft,191° true,N18° 21.534' W65° 01.983',
668,"5/24/22, 11:17:07 AM",0 ft,0:00:01,0.1 mph,43 ft,198° true,N18° 21.534' W65° 01.983',
669,"5/24/22, 11:17:08 AM",1 ft,0:00:01,0.4 mph,45 ft,294° true,N18° 21.534' W65° 01.984',
670,"5/24/22, 11:17:09 AM",1 ft,0:00:01,0.7 mph,43 ft,290° true,N18° 21.534' W65° 01.984',
671,"5/24/22, 11:17:10 AM",1 ft,0:00:01,0.6 mph,43 ft,300° true,N18° 21.534' W65° 01.984',
672,"5/24/22, 11:17:11 AM",1 ft,0:00:01,0.3 mph,43 ft,211° true,N18° 21.534' W65° 01.984',
673,"5/24/22, 11:17:12 AM",1 ft,0:00:01,0.8 mph,45 ft,147° true,N18° 21.534' W65° 01.984',
674,"5/24/22, 11:17:13 AM",1 ft,0:00:01,0.8 mph,43 ft,157° true,N18° 21.534' W65° 01.984',
675,"5/24/22, 11:17:14 AM",1 ft,0:00:01,0.5 mph,43 ft,141° true,N18° 21.534' W65° 01.984',
676,"5/24/22, 11:17:15 AM",0 ft,0:00:01,0.0 mph,43 ft,180° true,N18° 21.534' W65° 01.984',
677,"5/24/22, 11:17:16 AM",1 ft,0:00:01,0.4 mph,43 ft,87° true,N18° 21.534' W65° 01.984',
678,"5/24/22, 11:17:17 AM",0 ft,0:00:01,0.1 mph,43 ft,347° true,N18° 21.534' W65° 01.984',
679,"5/24/22, 11:17:18 AM",0 ft,0:00:01,0.2 mph,43 ft,136° true,N18° 21.534' W65° 01.984',
680,"5/24/22, 11:17:19 AM",1 ft,0:00:01,0.6 mph,43 ft,80° true,N18° 21.534' W65° 01.984',
681,"5/24/22, 11:17:20 AM",1 ft,0:00:01,0.4 mph,43 ft,345° true,N18° 21.534' W65° 01.983',
682,"5/24/22, 11:17:21 AM",1 ft,0:00:01,0.5 mph,43 ft,323° true,N18° 21.534' W65° 01.983',
683,"5/24/22, 11:17:22 AM",1 ft,0:00:01,0.6 mph,43 ft,322° true,N18° 21.534' W65° 01.984',
684,"5/24/22, 11:17:23 AM",0 ft,0:00:01,0.2 mph,43 ft,252° true,N18° 21.534' W65° 01.984',
685,"5/24/22, 11:17:24 AM",1 ft,0:00:01,0.4 mph,43 ft,305° true,N18° 21.534' W65° 01.984',
686,"5/24/22, 11:17:25 AM",1 ft,0:00:01,0.4 mph,43 ft,39° true,N18° 21.534' W65° 01.984',
687,"5/24/22, 11:17:26 AM",0 ft,0:00:01,0.1 mph,43 ft,90° true,N18° 21.534' W65° 01.984',
688,"5/24/22, 11:17:27 AM",0 ft,0:00:01,0.2 mph,43 ft,341° true,N18° 21.534' W65° 01.984',
689,"5/24/22, 11:17:28 AM",0 ft,0:00:01,0.3 mph,43 ft,262° true,N18° 21.534' W65° 01.984',
690,"5/24/22, 11:17:29 AM",1 ft,0:00:01,0.8 mph,43 ft,308° true,N18° 21.534' W65° 01.984',
691,"5/24/22, 11:17:30 AM",1 ft,0:00:01,0.8 mph,43 ft,296° true,N18° 21.534' W65° 01.984',
692,"5/24/22, 11:17:31 AM",1 ft,0:00:01,0.6 mph,43 ft,21° true,N18° 21.534' W65° 01.984',
693,"5/24/22, 11:17:32 AM",0 ft,0:00:01,0.3 mph,43 ft,131° true,N18° 21.534' W65° 01.984',
694,"5/24/22, 11:17:33 AM",1 ft,0:00:01,0.4 mph,43 ft,135° true,N18° 21.534' W65° 01.984',
695,"5/24/22, 11:17:34 AM",1 ft,0:00:01,0.7 mph,41 ft,129° true,N18° 21.534' W65° 01.984',
696,"5/24/22, 11:17:35 AM",1 ft,0:00:01,0.8 mph,41 ft,131° true,N18° 21.534' W65° 01.984',
697,"5/24/22, 11:17:36 AM",1 ft,0:00:01,0.6 mph,41 ft,154° true,N18° 21.534' W65° 01.984',
698,"5/24/22, 11:17:37 AM",1 ft,0:00:01,0.8 mph,43 ft,8° true,N18° 21.534' W65° 01.983',
699,"5/24/22, 11:17:38 AM",1 ft,0:00:01,0.4 mph,41 ft,357° true,N18° 21.534' W65° 01.983',
700,"5/24/22, 11:17:39 AM",1 ft,0:00:01,0.7 mph,43 ft,314° true,N18° 21.534' W65° 01.983',
701,"5/24/22, 11:17:40 AM",1 ft,0:00:01,0.4 mph,41 ft,286° true,N18° 21.534' W65° 01.984',
702,"5/24/22, 11:17:41 AM",1 ft,0:00:01,0.5 mph,41 ft,180° true,N18° 21.534' W65° 01.984',
703,"5/24/22, 11:17:42 AM",1 ft,0:00:01,0.5 mph,41 ft,213° true,N18° 21.534' W65° 01.984',
704,"5/24/22, 11:17:43 AM",0 ft,0:00:01,0.1 mph,41 ft,293° true,N18° 21.534' W65° 01.984',
705,"5/24/22, 11:17:44 AM",1 ft,0:00:01,0.5 mph,41 ft,25° true,N18° 21.534' W65° 01.984',
706,"5/24/22, 11:17:45 AM",1 ft,0:00:01,0.4 mph,41 ft,90° true,N18° 21.534' W65° 01.984',
707,"5/24/22, 11:17:46 AM",0 ft,0:00:01,0.3 mph,41 ft,335° true,N18° 21.534' W65° 01.984',
708,"5/24/22, 11:17:47 AM",0 ft,0:00:01,0.3 mph,41 ft,103° true,N18° 21.534' W65° 01.984',
709,"5/24/22, 11:17:48 AM",1 ft,0:00:01,0.5 mph,41 ft,111° true,N18° 21.534' W65° 01.984',
710,"5/24/22, 11:17:49 AM",1 ft,0:00:01,0.6 mph,41 ft,134° true,N18° 21.534' W65° 01.983',
711,"5/24/22, 11:17:50 AM",1 ft,0:00:01,0.5 mph,41 ft,36° true,N18° 21.534' W65° 01.983',
712,"5/24/22, 11:17:51 AM",0 ft,0:00:01,0.2 mph,43 ft,237° true,N18° 21.534' W65° 01.983',
713,"5/24/22, 11:17:52 AM",1 ft,0:00:01,0.7 mph,41 ft,228° true,N18° 21.534' W65° 01.983',
714,"5/24/22, 11:17:53 AM",1 ft,0:00:01,0.6 mph,43 ft,243° true,N18° 21.534' W65° 01.983',
715,"5/24/22, 11:17:54 AM",1 ft,0:00:01,0.6 mph,41 ft,282° true,N18° 21.534' W65° 01.984',
716,"5/24/22, 11:17:55 AM",1 ft,0:00:01,0.7 mph,41 ft,292° true,N18° 21.534' W65° 01.984',
717,"5/24/22, 11:17:56 AM",1 ft,0:00:01,0.6 mph,41 ft,289° true,N18° 21.534' W65° 01.984',
718,"5/24/22, 11:17:57 AM",0 ft,0:00:01,0.2 mph,41 ft,90° true,N18° 21.534' W65° 01.984',
719,"5/24/22, 11:17:58 AM",1 ft,0:00:01,0.9 mph,41 ft,121° true,N18° 21.534' W65° 01.984',
720,"5/24/22, 11:17:59 AM",0 ft,0:00:01,0.3 mph,41 ft,83° true,N18° 21.534' W65° 01.984',
721,"5/24/22, 11:18:00 AM",1 ft,0:00:01,0.9 mph,41 ft,80° true,N18° 21.534' W65° 01.984',
722,"5/24/22, 11:18:01 AM",1 ft,0:00:01,0.4 mph,41 ft,72° true,N18° 21.534' W65° 01.984',
723,"5/24/22, 11:18:02 AM",0 ft,0:00:01,0.2 mph,41 ft,10° true,N18° 21.534' W65° 01.983',
724,"5/24/22, 11:18:03 AM",0 ft,0:00:01,0.2 mph,41 ft,252° true,N18° 21.534' W65° 01.983',
725,"5/24/22, 11:18:04 AM",0 ft,0:00:01,0.0 mph,41 ft,62° true,N18° 21.534' W65° 01.983',
726,"5/24/22, 11:18:05 AM",0 ft,0:00:01,0.1 mph,41 ft,298° true,N18° 21.534' W65° 01.983',
727,"5/24/22, 11:18:06 AM",0 ft,0:00:01,0.2 mph,41 ft,288° true,N18° 21.534' W65° 01.983',
728,"5/24/22, 11:18:07 AM",0 ft,0:00:01,0.3 mph,41 ft,97° true,N18° 21.534' W65° 01.984',
729,"5/24/22, 11:18:08 AM",0 ft,0:00:01,0.2 mph,41 ft,106° true,N18° 21.534' W65° 01.983',
730,"5/24/22, 11:18:09 AM",0 ft,0:00:01,0.3 mph,41 ft,4° true,N18° 21.534' W65° 01.983',
731,"5/24/22, 11:18:10 AM",1 ft,0:00:01,0.4 mph,41 ft,305° true,N18° 21.534' W65° 01.983',
732,"5/24/22, 11:18:11 AM",0 ft,0:00:01,0.3 mph,40 ft,316° true,N18° 21.534' W65° 01.983',
733,"5/24/22, 11:18:12 AM",0 ft,0:00:01,0.1 mph,41 ft,122° true,N18° 21.534' W65° 01.984',
734,"5/24/22, 11:18:13 AM",1 ft,0:00:01,0.4 mph,41 ft,267° true,N18° 21.534' W65° 01.983',
735,"5/24/22, 11:18:14 AM",0 ft,0:00:01,0.3 mph,40 ft,301° true,N18° 21.534' W65° 01.984',
736,"5/24/22, 11:18:15 AM",1 ft,0:00:01,0.4 mph,40 ft,125° true,N18° 21.535' W65° 01.984',
737,"5/24/22, 11:18:16 AM",1 ft,0:00:01,0.7 mph,40 ft,121° true,N18° 21.534' W65° 01.984',
738,"5/24/22, 11:18:17 AM",1 ft,0:00:01,0.6 mph,40 ft,155° true,N18° 21.534' W65° 01.983',
739,"5/24/22, 11:18:18 AM",0 ft,0:00:01,0.3 mph,40 ft,64° true,N18° 21.534' W65° 01.983',
740,"5/24/22, 11:18:19 AM",1 ft,0:00:01,0.4 mph,40 ft,348° true,N18° 21.534' W65° 01.983',
741,"5/24/22, 11:18:20 AM",0 ft,0:00:01,0.1 mph,40 ft,58° true,N18° 21.534' W65° 01.983',
742,"5/24/22, 11:18:21 AM",1 ft,0:00:01,0.4 mph,40 ft,157° true,N18° 21.534' W65° 01.983',
743,"5/24/22, 11:18:22 AM",0 ft,0:00:01,0.3 mph,38 ft,37° true,N18° 21.534' W65° 01.983',
744,"5/24/22, 11:18:23 AM",0 ft,0:00:01,0.1 mph,38 ft,316° true,N18° 21.534' W65° 01.983',
745,"5/24/22, 11:18:24 AM",0 ft,0:00:01,0.2 mph,38 ft,83° true,N18° 21.534' W65° 01.983',
746,"5/24/22, 11:18:25 AM",0 ft,0:00:01,0.2 mph,38 ft,218° true,N18° 21.534' W65° 01.983',
747,"5/24/22, 11:18:26 AM",0 ft,0:00:01,0.3 mph,38 ft,251° true,N18° 21.534' W65° 01.983',
748,"5/24/22, 11:18:27 AM",0 ft,0:00:01,0.3 mph,38 ft,288° true,N18° 21.534' W65° 01.983',
749,"5/24/22, 11:18:28 AM",0 ft,0:00:01,0.3 mph,37 ft,64° true,N18° 21.534' W65° 01.983',
750,"5/24/22, 11:18:29 AM",1 ft,0:00:01,0.7 mph,38 ft,113° true,N18° 21.534' W65° 01.983',
751,"5/24/22, 11:18:30 AM",0 ft,0:00:01,0.3 mph,37 ft,129° true,N18° 21.534' W65° 01.983',
752,"5/24/22, 11:18:31 AM",1 ft,0:00:01,0.9 mph,37 ft,136° true,N18° 21.534' W65° 01.983',
753,"5/24/22, 11:18:32 AM",1 ft,0:00:01,0.9 mph,37 ft,137° true,N18° 21.534' W65° 01.983',
754,"5/24/22, 11:18:33 AM",2 ft,0:00:01,1.1 mph,35 ft,310° true,N18° 21.534' W65° 01.983',
755,"5/24/22, 11:18:34 AM",1 ft,0:00:01,0.6 mph,35 ft,312° true,N18° 21.534' W65° 01.983',
756,"5/24/22, 11:18:35 AM",1 ft,0:00:01,0.9 mph,34 ft,300° true,N18° 21.534' W65° 01.983',
757,"5/24/22, 11:18:36 AM",1 ft,0:00:01,0.6 mph,32 ft,302° true,N18° 21.534' W65° 01.983',
758,"5/24/22, 11:18:37 AM",1 ft,0:00:01,0.4 mph,30 ft,328° true,N18° 21.534' W65° 01.983',
759,"5/24/22, 11:18:38 AM",1 ft,0:00:01,0.4 mph,30 ft,318° true,N18° 21.534' W65° 01.983',
760,"5/24/22, 11:18:39 AM",0 ft,0:00:01,0.3 mph,29 ft,176° true,N18° 21.535' W65° 01.984',
761,"5/24/22, 11:18:40 AM",1 ft,0:00:01,0.5 mph,29 ft,157° true,N18° 21.534' W65° 01.984',
762,"5/24/22, 11:18:41 AM",0 ft,0:00:01,0.3 mph,27 ft,62° true,N18° 21.534' W65° 01.983',
763,"5/24/22, 11:18:42 AM",1 ft,0:00:01,0.4 mph,26 ft,329° true,N18° 21.534' W65° 01.983',
764,"5/24/22, 11:18:43 AM",1 ft,0:00:01,0.4 mph,26 ft,354° true,N18° 21.534' W65° 01.983',
765,"5/24/22, 11:18:44 AM",0 ft,0:00:01,0.3 mph,26 ft,335° true,N18° 21.535' W65° 01.983',
766,"5/24/22, 11:18:45 AM",1 ft,0:00:01,0.5 mph,24 ft,281° true,N18° 21.535' W65° 01.983',
767,"5/24/22, 11:18:46 AM",0 ft,0:00:01,0.3 mph,24 ft,234° true,N18° 21.535' W65° 01.984',
768,"5/24/22, 11:18:47 AM",0 ft,0:00:01,0.3 mph,23 ft,139° true,N18° 21.535' W65° 01.984',
769,"5/24/22, 11:18:48 AM",1 ft,0:00:01,0.5 mph,23 ft,175° true,N18° 21.535' W65° 01.984',
770,"5/24/22, 11:18:49 AM",0 ft,0:00:01,0.3 mph,23 ft,278° true,N18° 21.534' W65° 01.984',
771,"5/24/22, 11:18:50 AM",0 ft,0:00:01,0.2 mph,21 ft,307° true,N18° 21.534' W65° 01.984',
772,"5/24/22, 11:18:51 AM",1 ft,0:00:01,0.5 mph,21 ft,347° true,N18° 21.534' W65° 01.984',
773,"5/24/22, 11:18:52 AM",1 ft,0:00:01,0.4 mph,21 ft,40° true,N18° 21.535' W65° 01.984',
774,"5/24/22, 11:18:53 AM",1 ft,0:00:01,0.7 mph,21 ft,101° true,N18° 21.535' W65° 01.984',
775,"5/24/22, 11:18:54 AM",1 ft,0:00:01,0.6 mph,21 ft,94° true,N18° 21.535' W65° 01.984',
776,"5/24/22, 11:18:55 AM",1 ft,0:00:01,0.4 mph,21 ft,345° true,N18° 21.535' W65° 01.983',
777,"5/24/22, 11:18:56 AM",0 ft,0:00:01,0.3 mph,23 ft,27° true,N18° 21.535' W65° 01.983',
778,"5/24/22, 11:18:57 AM",1 ft,0:00:01,0.5 mph,23 ft,318° true,N18° 21.535' W65° 01.983',
779,"5/24/22, 11:18:58 AM",0 ft,0:00:01,0.3 mph,24 ft,332° true,N18° 21.535' W65° 01.983',
780,"5/24/22, 11:18:59 AM",0 ft,0:00:01,0.1 mph,26 ft,270° true,N18° 21.535' W65° 01.983',
781,"5/24/22, 11:19:00 AM",1 ft,0:00:01,0.4 mph,26 ft,212° true,N18° 21.535' W65° 01.984',
782,"5/24/22, 11:19:01 AM",0 ft,0:00:01,0.1 mph,27 ft,113° true,N18° 21.535' W65° 01.984',
783,"5/24/22, 11:19:02 AM",1 ft,0:00:01,0.4 mph,29 ft,67° true,N18° 21.535' W65° 01.984',
784,"5/24/22, 11:19:03 AM",0 ft,0:00:01,0.2 mph,29 ft,283° true,N18° 21.535' W65° 01.983',
785,"5/24/22, 11:19:04 AM",0 ft,0:00:01,0.3 mph,29 ft,128° true,N18° 21.535' W65° 01.983',
786,"5/24/22, 11:19:05 AM",1 ft,0:00:01,0.8 mph,30 ft,163° true,N18° 21.535' W65° 01.983',
787,"5/24/22, 11:19:06 AM",0 ft,0:00:01,0.3 mph,30 ft,160° true,N18° 21.535' W65° 01.983',
788,"5/24/22, 11:19:07 AM",0 ft,0:00:01,0.3 mph,32 ft,328° true,N18° 21.535' W65° 01.983',
789,"5/24/22, 11:19:08 AM",1 ft,0:00:01,0.4 mph,32 ft,279° true,N18° 21.535' W65° 01.983',
790,"5/24/22, 11:19:09 AM",1 ft,0:00:01,0.6 mph,32 ft,319° true,N18° 21.535' W65° 01.983',
791,"5/24/22, 11:19:10 AM",1 ft,0:00:01,0.8 mph,34 ft,204° true,N18° 21.535' W65° 01.984',
792,"5/24/22, 11:19:11 AM",1 ft,0:00:01,0.8 mph,34 ft,151° true,N18° 21.535' W65° 01.984',
793,"5/24/22, 11:19:12 AM",1 ft,0:00:01,0.9 mph,37 ft,139° true,N18° 21.534' W65° 01.984',
794,"5/24/22, 11:19:13 AM",2 ft,0:00:01,1.4 mph,35 ft,319° true,N18° 21.534' W65° 01.983',
795,"5/24/22, 11:19:14 AM",1 ft,0:00:01,0.6 mph,37 ft,311° true,N18° 21.535' W65° 01.984',
796,"5/24/22, 11:19:15 AM",0 ft,0:00:01,0.2 mph,37 ft,200° true,N18° 21.535' W65° 01.984',
797,"5/24/22, 11:19:16 AM",0 ft,0:00:01,0.2 mph,37 ft,162° true,N18° 21.535' W65° 01.984',
798,"5/24/22, 11:19:17 AM",0 ft,0:00:01,0.3 mph,37 ft,306° true,N18° 21.535' W65° 01.984',
799,"5/24/22, 11:19:18 AM",1 ft,0:00:01,0.4 mph,37 ft,132° true,N18° 21.535' W65° 01.984',
800,"5/24/22, 11:19:19 AM",1 ft,0:00:01,0.8 mph,37 ft,124° true,N18° 21.535' W65° 01.984',
801,"5/24/22, 11:19:20 AM",1 ft,0:00:01,0.9 mph,40 ft,133° true,N18° 21.534' W65° 01.984',
802,"5/24/22, 11:19:21 AM",2 ft,0:00:01,1.1 mph,40 ft,312° true,N18° 21.534' W65° 01.983',
803,"5/24/22, 11:19:22 AM",1 ft,0:00:01,0.5 mph,38 ft,275° true,N18° 21.534' W65° 01.984',
804,"5/24/22, 11:19:23 AM",1 ft,0:00:01,0.6 mph,40 ft,305° true,N18° 21.534' W65° 01.984',
805,"5/24/22, 11:19:24 AM",1 ft,0:00:01,0.5 mph,40 ft,340° true,N18° 21.535' W65° 01.984',
806,"5/24/22, 11:19:25 AM",1 ft,0:00:01,0.4 mph,40 ft,118° true,N18° 21.535' W65° 01.984',
807,"5/24/22, 11:19:26 AM",1 ft,0:00:01,0.3 mph,40 ft,79° true,N18° 21.535' W65° 01.984',
808,"5/24/22, 11:19:27 AM",0 ft,0:00:01,0.3 mph,40 ft,157° true,N18° 21.535' W65° 01.984',
809,"5/24/22, 11:19:28 AM",1 ft,0:00:01,0.8 mph,40 ft,141° true,N18° 21.535' W65° 01.984',
810,"5/24/22, 11:19:29 AM",1 ft,0:00:01,0.5 mph,40 ft,156° true,N18° 21.534' W65° 01.984',
811,"5/24/22, 11:19:30 AM",1 ft,0:00:01,1.0 mph,40 ft,69° true,N18° 21.534' W65° 01.984',
812,"5/24/22, 11:19:31 AM",0 ft,0:00:01,0.3 mph,40 ft,176° true,N18° 21.534' W65° 01.983',
813,"5/24/22, 11:19:32 AM",1 ft,0:00:01,0.4 mph,40 ft,199° true,N18° 21.534' W65° 01.983',
814,"5/24/22, 11:19:33 AM",0 ft,0:00:01,0.3 mph,40 ft,143° true,N18° 21.534' W65° 01.983',
815,"5/24/22, 11:19:34 AM",1 ft,0:00:01,0.7 mph,40 ft,316° true,N18° 21.534' W65° 01.983',
816,"5/24/22, 11:19:35 AM",1 ft,0:00:01,0.6 mph,40 ft,316° true,N18° 21.534' W65° 01.983',
817,"5/24/22, 11:19:36 AM",1 ft,0:00:01,0.5 mph,40 ft,285° true,N18° 21.534' W65° 01.984',
818,"5/24/22, 11:19:37 AM",0 ft,0:00:01,0.3 mph,40 ft,95° true,N18° 21.534' W65° 01.984',
819,"5/24/22, 11:19:38 AM",1 ft,0:00:01,0.5 mph,40 ft,55° true,N18° 21.534' W65° 01.984',
820,"5/24/22, 11:19:39 AM",0 ft,0:00:01,0.3 mph,40 ft,145° true,N18° 21.535' W65° 01.983',
821,"5/24/22, 11:19:40 AM",1 ft,0:00:01,0.4 mph,40 ft,130° true,N18° 21.534' W65° 01.983',
822,"5/24/22, 11:19:41 AM",1 ft,0:00:01,0.5 mph,40 ft,128° true,N18° 21.534' W65° 01.983',
823,"5/24/22, 11:19:42 AM",1 ft,0:00:01,0.4 mph,40 ft,128° true,N18° 21.534' W65° 01.983',
824,"5/24/22, 11:19:43 AM",1 ft,0:00:01,0.5 mph,40 ft,88° true,N18° 21.534' W65° 01.983',
825,"5/24/22, 11:19:44 AM",1 ft,0:00:01,0.8 mph,40 ft,224° true,N18° 21.534' W65° 01.983',
826,"5/24/22, 11:19:45 AM",0 ft,0:00:01,0.2 mph,40 ft,257° true,N18° 21.534' W65° 01.983',
827,"5/24/22, 11:19:46 AM",0 ft,0:00:01,0.3 mph,40 ft,300° true,N18° 21.534' W65° 01.983',
828,"5/24/22, 11:19:47 AM",0 ft,0:00:01,0.1 mph,40 ft,282° true,N18° 21.534' W65° 01.983',
829,"5/24/22, 11:19:48 AM",1 ft,0:00:01,0.4 mph,40 ft,69° true,N18° 21.534' W65° 01.983',
830,"5/24/22, 11:19:49 AM",1 ft,0:00:01,1.0 mph,40 ft,92° true,N18° 21.534' W65° 01.983',
831,"5/24/22, 11:19:50 AM",1 ft,0:00:01,0.5 mph,40 ft,114° true,N18° 21.534' W65° 01.983',
832,"5/24/22, 11:19:51 AM",1 ft,0:00:01,0.7 mph,40 ft,116° true,N18° 21.534' W65° 01.983',
833,"5/24/22, 11:19:52 AM",0 ft,0:00:01,0.1 mph,40 ft,25° true,N18° 21.534' W65° 01.983',
834,"5/24/22, 11:19:53 AM",0 ft,0:00:01,0.2 mph,40 ft,285° true,N18° 21.534' W65° 01.983',
835,"5/24/22, 11:19:54 AM",0 ft,0:00:01,0.1 mph,40 ft,32° true,N18° 21.534' W65° 01.983',
836,"5/24/22, 11:19:55 AM",0 ft,0:00:01,0.0 mph,40 ft,335° true,N18° 21.534' W65° 01.983',
837,"5/24/22, 11:19:56 AM",1 ft,0:00:01,0.5 mph,40 ft,278° true,N18° 21.534' W65° 01.983',
838,"5/24/22, 11:19:57 AM",1 ft,0:00:01,0.7 mph,40 ft,262° true,N18° 21.534' W65° 01.983',
839,"5/24/22, 11:19:58 AM",0 ft,0:00:01,0.3 mph,40 ft,274° true,N18° 21.534' W65° 01.983',
840,"5/24/22, 11:19:59 AM",0 ft,0:00:01,0.2 mph,40 ft,337° true,N18° 21.534' W65° 01.983',
841,"5/24/22, 11:20:00 AM",0 ft,0:00:01,0.2 mph,38 ft,342° true,N18° 21.534' W65° 01.983',
842,"5/24/22, 11:20:01 AM",1 ft,0:00:01,0.4 mph,40 ft,81° true,N18° 21.534' W65° 01.983',
843,"5/24/22, 11:20:02 AM",1 ft,0:00:01,0.6 mph,40 ft,116° true,N18° 21.534' W65° 01.983',
844,"5/24/22, 11:20:03 AM",1 ft,0:00:01,0.4 mph,40 ft,339° true,N18° 21.534' W65° 01.983',
845,"5/24/22, 11:20:04 AM",0 ft,0:00:01,0.2 mph,40 ft,12° true,N18° 21.534' W65° 01.983',
846,"5/24/22, 11:20:05 AM",0 ft,0:00:01,0.3 mph,40 ft,67° true,N18° 21.534' W65° 01.983',
847,"5/24/22, 11:20:06 AM",0 ft,0:00:01,0.2 mph,40 ft,7° true,N18° 21.534' W65° 01.983',
848,"5/24/22, 11:20:07 AM",1 ft,0:00:01,0.5 mph,40 ft,319° true,N18° 21.534' W65° 01.983',
849,"5/24/22, 11:20:08 AM",2 ft,0:00:01,1.2 mph,40 ft,305° true,N18° 21.535' W65° 01.983',
850,"5/24/22, 11:20:09 AM",1 ft,0:00:01,1.0 mph,38 ft,299° true,N18° 21.535' W65° 01.983',
851,"5/24/22, 11:20:10 AM",1 ft,0:00:01,0.5 mph,38 ft,289° true,N18° 21.535' W65° 01.983',
852,"5/24/22, 11:20:11 AM",2 ft,0:00:01,1.1 mph,38 ft,110° true,N18° 21.535' W65° 01.984',
853,"5/24/22, 11:20:12 AM",1 ft,0:00:01,0.4 mph,35 ft,323° true,N18° 21.535' W65° 01.983',
854,"5/24/22, 11:20:13 AM",0 ft,0:00:01,0.2 mph,34 ft,162° true,N18° 21.535' W65° 01.983',
855,"5/24/22, 11:20:14 AM",1 ft,0:00:01,0.6 mph,34 ft,139° true,N18° 21.535' W65° 01.983',
856,"5/24/22, 11:20:15 AM",1 ft,0:00:01,0.6 mph,32 ft,155° true,N18° 21.535' W65° 01.983',
857,"5/24/22, 11:20:16 AM",1 ft,0:00:01,0.4 mph,30 ft,153° true,N18° 21.535' W65° 01.983',
858,"5/24/22, 11:20:17 AM",1 ft,0:00:01,0.4 mph,29 ft,357° true,N18° 21.534' W65° 01.983',
859,"5/24/22, 11:20:18 AM",1 ft,0:00:01,0.8 mph,27 ft,346° true,N18° 21.535' W65° 01.983',
860,"5/24/22, 11:20:19 AM",1 ft,0:00:01,0.7 mph,26 ft,328° true,N18° 21.535' W65° 01.983',
861,"5/24/22, 11:20:20 AM",0 ft,0:00:01,0.2 mph,24 ft,298° true,N18° 21.535' W65° 01.983',
862,"5/24/22, 11:20:21 AM",0 ft,0:00:01,0.1 mph,24 ft,0° true,N18° 21.535' W65° 01.983',
863,"5/24/22, 11:20:22 AM",1 ft,0:00:01,0.4 mph,23 ft,250° true,N18° 21.535' W65° 01.983',
864,"5/24/22, 11:20:23 AM",1 ft,0:00:01,0.4 mph,21 ft,172° true,N18° 21.535' W65° 01.983',
865,"5/24/22, 11:20:24 AM",0 ft,0:00:01,0.1 mph,21 ft,180° true,N18° 21.535' W65° 01.983',
866,"5/24/22, 11:20:25 AM",1 ft,0:00:01,0.5 mph,19 ft,103° true,N18° 21.535' W65° 01.983',
867,"5/24/22, 11:20:26 AM",0 ft,0:00:01,0.3 mph,19 ft,11° true,N18° 21.535' W65° 01.983',
868,"5/24/22, 11:20:27 AM",0 ft,0:00:01,0.1 mph,18 ft,198° true,N18° 21.535' W65° 01.983',
869,"5/24/22, 11:20:28 AM",1 ft,0:00:01,0.4 mph,18 ft,242° true,N18° 21.535' W65° 01.983',
870,"5/24/22, 11:20:29 AM",0 ft,0:00:01,0.2 mph,18 ft,313° true,N18° 21.535' W65° 01.983',
871,"5/24/22, 11:20:30 AM",0 ft,0:00:01,0.3 mph,16 ft,198° true,N18° 21.535' W65° 01.983',
872,"5/24/22, 11:20:31 AM",1 ft,0:00:01,0.4 mph,16 ft,188° true,N18° 21.535' W65° 01.983',
873,"5/24/22, 11:20:32 AM",1 ft,0:00:01,0.5 mph,16 ft,148° true,N18° 21.535' W65° 01.983',
874,"5/24/22, 11:20:33 AM",0 ft,0:00:01,0.3 mph,15 ft,99° true,N18° 21.535' W65° 01.983',
