"","Date","VialID","Tag..","Bag..","hours","minutes","Species","Collector","Location","GPS.time.point..UTC.","Latitude","Longitude","Preservation","Notes","DNA.extract.date","DNA.extract.gel","DNA.extract.person","Quality","Date_f","hours_u","time.ns","lat","lon"
"212","7/14/2021","STT_041","G2002","19",11,"03","ACER","Sotka","Flat Rock","15:03","18.3165767","-64.9882302","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:03",NA,NA
"213","7/14/2021","STT_042","G2381","22",11,"08","ACER","Sotka","Flat Rock","15:08","18.31659682","-64.98829331","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:08",NA,NA
"214","7/14/2021","STT_043","G2003","1",11,"10","ACER","Sotka","Flat Rock","15:10","18.316599","-64.98829298","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:10",NA,NA
"215","7/14/2021","STT_044","G2319","25",11,"13","ACER","Sotka","Flat Rock","15:13","18.31658986","-64.98837068","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:13",NA,NA
"216","7/14/2021","STT_045","G2350","6",11,"15","ACER","Sotka","Flat Rock","15:15","18.31659473","-64.98838191","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:15",NA,NA
"217","7/14/2021","STT_046","G2373","34",11,"17","ACER","Sotka","Flat Rock","15:17","18.31664678","-64.98840387","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,15,"2021-07-14T15:17",NA,NA
"218","7/14/2021","STT_047","G2005","36",12,"40","OFAV","Sotka","Flat Rock","16:40","18.31636498","-64.98702086","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,16,"2021-07-14T16:40",NA,NA
"219","7/14/2021","STT_048","G2326","51",12,"45","OFAV","Sotka","Flat Rock","16:45","18.3161913","-64.98714097","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,16,"2021-07-14T16:45",NA,NA
"220","7/14/2021","STT_049","G2320","52",12,"53","OFAV","Sotka","Flat Rock","16:53","18.31604236","-64.98716578","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,16,"2021-07-14T16:53",NA,NA
"221","7/14/2021","STT_050","G2375","56",12,"55","OFAV","Sotka","Flat Rock","16:55","18.31603917","-64.98715404","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,16,"2021-07-14T16:55",NA,NA
"222","7/14/2021","STT_051","G2374","54",12,"56","OFAV","Sotka","Flat Rock","16:56","18.31600615","-64.98718129","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,16,"2021-07-14T16:56",NA,NA
"223","7/14/2021","STT_052","G2327","59",1,"00","OFAV","Sotka","Flat Rock","5:00","18.31601839","-64.98717131","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,5,"2021-07-14T5:00",NA,NA
"224","7/14/2021","STT_053","G2365","60",1,"05","OFAV","Sotka","Flat Rock","5:05","18.31599441","-64.98719176","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,5,"2021-07-14T5:05",NA,NA
"225","7/14/2021","STT_054","G2011","55",1,"10","OFAV","Sotka","Flat Rock","5:10","18.31603104","-64.98704986","Ethanol","","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,5,"2021-07-14T5:10",NA,NA
"226","7/14/2021","STT_055","24",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"227","7/14/2021","STT_056","29",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.9.21.STT021-056","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"228","7/14/2021","STT_057","44",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"229","7/14/2021","STT_058","30",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"230","7/14/2021","STT_059","61",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"231","7/14/2021","STT_060","32",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"232","7/14/2021","STT_061","35",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"233","7/14/2021","STT_062","71",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"234","7/14/2021","STT_063","33",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"235","7/14/2021","STT_064","20",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/7/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"236","7/14/2021","STT_065","53",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"237","7/14/2021","STT_066","38",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"238","7/14/2021","STT_067","31",NA,NA,NA,"ACER","Sotka","Flat Rock","NA:NA","","","Ethanol","ACER NURSERY/CODE FROM DAN MELE","7/22/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-14,NA,"2021-07-14TNA:NA",NA,NA
"239","7/15/2021","STJ_001","G2348","19",12,"49","PSTR","Sotka","HNB","16:49","18.34739101","-64.78080525","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:49",NA,NA
"240","7/15/2021","STJ_002","G2370","46",1,"27","PSTR","Sotka","HNB","5:27","18.34753292","-64.78076351","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:27",NA,NA
"241","7/15/2021","STJ_003","G2349","47",12,"53","PAST","Sotka","HNB","16:53","18.34735086","-64.780819","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:53",NA,NA
"242","7/15/2021","STJ_004","G2322","69",12,"31","PAST","Sotka","HNB","16:31","18.34753535","-64.78084398","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:31",NA,NA
"243","7/15/2021","STJ_005","G2369","23",1,"25","PAST","Sotka","HNB","5:25","18.34754935","-64.78066611","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:25",NA,NA
"244","7/15/2021","STJ_006","G2387","15",1,"27","PSTR","Sotka","HNB","5:27","18.34753292","-64.78076351","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:27",NA,NA
"245","7/15/2021","STJ_007","G2347","1",12,"13","PSTR","Sotka","HNB","16:13","18.34955606","-64.78166054","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:13",NA,NA
"246","7/15/2021","STJ_008","G2376","43",1,"31","PSTR","Sotka","HNB","5:31","18.34747449","-64.78085697","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:31",NA,NA
"247","7/15/2021","STJ_009","G2379","61",1,"45","PSTR","Sotka","HNB","5:45","18.34744876","-64.78101044","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:45",NA,NA
"248","7/15/2021","STJ_010","G2366","4",1,"09","PAST","Sotka","HNB","5:09","18.34729386","-64.78076326","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:09",NA,NA
"249","7/15/2021","STJ_011","G2349","49",12,"52","PSTR","Sotka","HNB","16:52","18.34738632","-64.78076971","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:52",NA,NA
"250","7/15/2021","STJ_012","G2368","41",1,"20","PSTR","Sotka","HNB","5:20","18.34744784","-64.78068556","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:20",NA,NA
"251","7/15/2021","STJ_013","G2359","42",1,"01","PSTR","Sotka","HNB","5:01","18.34728716","-64.78079209","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:01",NA,NA
"252","7/15/2021","STJ_014","G2380","39",1,"50","PSTR","Sotka","HNB","5:50","18.34759419","-64.78122552","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:50",NA,NA
"253","7/15/2021","STJ_015","G2378","30",1,"41","PAST","Sotka","HNB","5:41","18.34756561","-64.78123105","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:41",NA,NA
"254","7/15/2021","STJ_016","G2339","34",12,"37","PAST","Sotka","HNB","16:37","18.347461","-64.78090843","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:37",NA,NA
"255","7/15/2021","STJ_017","G2340","6",12,"39","PSTR","Sotka","HNB","16:39","18.34747123","-64.78087683","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:39",NA,NA
"256","7/15/2021","STJ_018","G2340","25",12,"41","PAST","Sotka","HNB","16:41","18.34735606","-64.7809008","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:41",NA,NA
"257","7/15/2021","STJ_019","G2387","27",2,"00","PAST","Sotka","HNB","6:00","18.34751406","-64.78124421","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,6,"2021-07-15T6:00",NA,NA
"258","7/15/2021","STJ_020","G2386","45",1,"54","PSTR","Sotka","HNB","5:54","18.34756242","-64.78122024","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:54",NA,NA
"259","7/15/2021","STJ_021","?","17",NA,NA,NA,"Sotka","HNB","NA:NA","?","?","Ethanol","SHALLOW","9/8/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,NA,"2021-07-15TNA:NA",NA,NA
"260","7/15/2021","STJ_022","G2367","10",1,"16","PSTR","Sotka","HNB","5:16","18.34739537","-64.78070383","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:16",NA,NA
"261","7/15/2021","STJ_023","G2360","48",1,"05","PSTR","Sotka","HNB","5:05","18.34725925","-64.7807827","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:05",NA,NA
"262","7/15/2021","STJ_024","*","44",1,"38","PSTR","Sotka","HNB","5:38","18.34745086","-64.78097088","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:38",NA,NA
"263","7/15/2021","STJ_025","G2369","12",1,"23","PSTR","Sotka","HNB","5:23","18.34754742","-64.78067785","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:23",NA,NA
"264","7/15/2021","STJ_026","G2377","29",1,"34","PSTR","Sotka","HNB","5:34","18.34744994","-64.78089971","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:34",NA,NA
"265","7/15/2021","STJ_027","G2347","22",12,"46","PAST","Sotka","HNB","16:46","18.34739319","-64.78084867","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:46",NA,NA
"266","7/15/2021","STJ_028","G2346","70",12,"43","PAST","Sotka","HNB","16:43","18.34742211","-64.78089586","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:43",NA,NA
"267","7/15/2021","STJ_029","G2358","18",12,"57","PSTR","Sotka","HNB","16:57","18.34733443","-64.7808252","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,16,"2021-07-15T16:57",NA,NA
"268","7/15/2021","STJ_030","G2366","2",1,"09","PSTR","Sotka","HNB","5:09","18.34729386","-64.78076326","Ethanol","SHALLOW","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,5,"2021-07-15T5:09",NA,NA
"269","7/15/2021","STJ_031","G2357","59",11,"25","OFRA","Sotka","HNB","15:25","18.35006651","-64.78142392","Ethanol","DEEP; SP??","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:25",NA,NA
"270","7/15/2021","STJ_032","G2070","32",10,"55","PAST","Sotka","HNB","14:55","18.34974976","-64.78149651","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,14,"2021-07-15T14:55",NA,NA
"271","7/15/2021","STJ_033","G2096","54",11,"30","OFRA","Sotka","HNB","15:30","18.3501681","-64.78130791","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:30",NA,NA
"272","7/15/2021","STJ_034","G2080","31",11,"14","OANN","Sotka","HNB","15:14","18.35015369","-64.78123792","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:14",NA,NA
"273","7/15/2021","STJ_035","G2087","38",11,"10","OFRA","Sotka","HNB","15:10","18.34984766","-64.78143473","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:10",NA,NA
"274","7/15/2021","STJ_036","G2068","35",10,"52","OFRA","Sotka","HNB","14:52","18.3497454","-64.78152098","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,14,"2021-07-15T14:52",NA,NA
"275","7/15/2021","STJ_037","G2382","58",11,"02","PAST","Sotka","HNB","15:02","18.34981145","-64.78148092","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:02",NA,NA
"276","7/15/2021","STJ_038","MOTE007","65",11,"24","OFRA","Sotka","HNB","15:24","18.35001991","-64.78143364","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:24",NA,NA
"277","7/15/2021","STJ_039","G2328","76",10,"53","OFRA","Sotka","HNB","14:53","18.34975747","-64.78149567","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,14,"2021-07-15T14:53",NA,NA
"278","7/15/2021","STJ_040","G2013","63",11,"30","PAST","Sotka","HNB","15:30","18.3501681","-64.78130791","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:30",NA,NA
"279","7/15/2021","STJ_041","G2329","62",11,"06","OFRA","Sotka","HNB","15:06","18.34984909","-64.78148335","Ethanol","DEEP","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:06",NA,NA
"280","7/15/2021","STJ_042","G2330","73",11,"11","OFRA","Sotka","HNB","15:11","18.34996048","-64.78144932","Ethanol","","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:11",NA,NA
"281","7/15/2021","STJ_043","G2097","15",10,"40","OFRA","Sotka","HNB","14:40","18.34966293","-64.78171351","Ethanol","","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,14,"2021-07-15T14:40",NA,NA
"282","7/15/2021","STJ_044","G2079","20",11,"04","OFRA","Sotka","HNB","15:04","18.3498257","-64.78150983","Ethanol","","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:04",NA,NA
"283","7/15/2021","STJ_045","G2081","53",11,"07","OFRA","Sotka","HNB","15:07","18.34990684","-64.78150682","Ethanol","","9/9/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:07",NA,NA
"284","7/15/2021","STJ_046","G2356","60",11,"21","OFRA","Sotka","HNB","15:21","18.35001438","-64.78146097","Ethanol","","9/10/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:21",NA,NA
"285","7/15/2021","STJ_047","G2078","33",11,"01","OFRA","Sotka","HNB","15:01","18.34974918","-64.78147388","Ethanol","","9/10/21","9.15.21.A-STT057-067&STJ001-018.B-STJ019-047","HANNAH","good",2021-07-15,15,"2021-07-15T15:01",NA,NA
"286","7/15/2021","STJ_048","G2321?","36",11,"44","OFRA","Sotka","HNB","15:44","18.35012678","-64.78131085","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:44",NA,NA
"287","7/15/2021","STJ_049","G2313","56",11,"33","OFRA","Sotka","HNB","15:33","18.35018051","-64.7812883","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:33",NA,NA
"288","7/15/2021","STJ_050","G2383","68",11,"39","PAST","Sotka","HNB","15:39","18.35012787","-64.78129274","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:39",NA,NA
"289","7/15/2021","STJ_051","MOTE006","66",11,"21","OFRA","Sotka","HNB","15:21","18.35001438","-64.78146097","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:21",NA,NA
"290","7/15/2021","STJ_052","G2337","64",11,"34","PAST","Sotka","HNB","15:34","18.35017489","-64.78126584","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:34",NA,NA
"291","7/15/2021","STJ_053","G2338","67",11,"43","PAST","Sotka","HNB","15:43","18.35014966","-64.78127531","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:43",NA,NA
"292","7/15/2021","STJ_054","G2336","72",11,"16","PAST","Sotka","HNB","15:16","18.34995001","-64.78145359","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:16",NA,NA
"293","7/15/2021","STJ_055","G2088","55",11,"17","OFRA","Sotka","HNB","15:17","18.3500153","-64.78148025","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:17",NA,NA
"294","7/15/2021","STJ_056","G2012","57",10,"57","OFRA","Sotka","HNB","14:57","18.34972537","-64.78145879","Ethanol","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,14,"2021-07-15T14:57",NA,NA
"295","7/15/2021","STJ_057","G2315","52",11,"37","PAST","Sotka","HNB","15:37","18.35018554","-64.78125159","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,15,"2021-07-15T15:37",NA,NA
"296","7/15/2021","STJ_058","G2077","71",10,"59","OFRA","Sotka","HNB","14:59","18.34980349","-64.78150187","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-15,14,"2021-07-15T14:59",NA,NA
"297","7/16/2021","STJ_059","G2081","69",3,"28","APAL","Kelly","HNB","7:28","18.34872533","-64.78340213","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:28",NA,NA
"298","7/16/2021","STJ_060","G2024","57",1,"36","OANN","Kelly","TEK","5:36","18.30977295","-64.72227853","DMSO","or OFAV?","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:36",NA,NA
"299","7/16/2021","STJ_061","G2396","23",3,"36","APAL","Kelly","HNB","7:36","18.34844076","-64.78080265","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:36",NA,NA
"300","7/16/2021","STJ_062","G2393","61",3,"54","APAL","Kelly","HNB","7:54","18.34852022","-64.78063476","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:54",NA,NA
"301","7/16/2021","STJ_063","G2391","68",1,"42","OANN","Kelly","TEK","5:42","18.30974462","-64.72246611","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:42",NA,NA
"302","7/16/2021","STJ_064","G2389","52",1,"51","OANN","Kelly","TEK","5:51","18.30971126","-64.72258933","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:51",NA,NA
"303","7/16/2021","STJ_065","G2022","72",1,"25","OFAV","Kelly","TEK","5:25","18.3095572","-64.72204736","DMSO","Sp??","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:25",NA,NA
"304","7/16/2021","STJ_066","G2021","67",12,"15","OANN","Kelly","TEK","16:15","18.30968963","-64.72218591","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,16,"2021-07-16T16:15",18.309689629823,-64.7221859078854
"305","7/16/2021","STJ_067","G2082","15",3,"41","APAL","Kelly","HNB","7:41","18.34860932","-64.78131772","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:41",NA,NA
"306","7/16/2021","STJ_068","G2083","4",4,"01","APAL","Kelly","HNB","8:01","18.34747751","-64.78262614","DMSO","Near G6237 PSTR","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,8,"2021-07-16T8:01",NA,NA
"307","7/16/2021","STJ_069","G2035","1",3,"45","APAL","Kelly","HNB","7:45","18.34797489","-64.78083828","DMSO","","9/10/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:45",NA,NA
"308","7/16/2021","STJ_070","G2075","47",3,"22","APAL","Kelly","HNB","7:22","18.34826767","-64.78069419","DMSO","","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:22",NA,NA
"309","7/16/2021","STJ_071","G2074","59",3,"31","APAL","Kelly","HNB","7:31","18.34878232","-64.78051348","DMSO","next to G2348","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:31",NA,NA
"310","7/16/2021","STJ_072","G2392","43",3,"49","APAL","Kelly","HNB","7:49","18.34836658","-64.78043796","DMSO","","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,7,"2021-07-16T7:49",NA,NA
"311","7/16/2021","STJ_073","G2388","40",1,"46","OANN","Kelly","TEK","5:46","18.3097483","-64.72242395","DMSO","","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:46",NA,NA
"312","7/16/2021","STJ_074","G2390","9",1,"55","OANN","Kelly","TEK","5:55","18.30973917","-64.72272755","DMSO","","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,5,"2021-07-16T5:55",NA,NA
"313","7/16/2021","STJ_075","MOTE081","56",11,"44","OANN","Kelly","TEK","15:44","18.35012678","-64.78131085","DMSO","","9/13/21","9.15.21.C-STJ048-076.DSTJ077-089","HANNAH","good",2021-07-16,15,"2021-07-16T15:44",18.3095872867852,-64.7220818884671
